anime_id,members
2400,5118
2416,987
650,15176
18713,14622
990,32828
144,41960
1145,5646
1086,13265
3670,4420
10152,35243
4198,1093
17819,8347
279,20859
5019,2338
1968,5772
1941,6037
10686,30378
31645,12779
27539,406
2283,1188
1236,1199
5702,24799
4162,2444
1144,10233
4705,22213
22689,21616
16866,46837
17699,3077
6567,1848
3738,3382
30845,1028
2225,12014
10647,43615
2825,2631
31298,3817
9645,1180
31417,13346
8359,1479
4586,800
2659,1181
4798,10516
6361,21002
13183,10824
380,14863
27567,943
243,67916
1016,22648
3299,64975
9958,22973
23153,6001
3946,1406
2602,25814
5717,24379
31610,15519
631,7945
629,4460
14817,7787
12979,29989
19511,13014
4191,1260
15649,9208
2110,4006
3624,801
22859,13238
33004,10434
3044,5743
2816,3100
732,42377
394,37944
14027,59965
9539,24821
5163,22926
1132,74929
2662,1075
2664,1327
5760,1238
4246,32514
1534,5384
12419,21388
13161,156044
11785,154595
2264,1771
28869,2655
16033,11320
2048,3303
15359,17584
206,16288
1417,3456
30014,26147
13409,16251
3305,1270
1732,12554
459,46455
5440,910
1493,3368
1538,23931
23043,1544
2543,3921
2109,4161
3868,1824
22359,15236
12823,13494
3221,19488
1823,2692
19211,25383
8909,5067
1133,17943
6548,18991
53,66597
7059,130665
3460,699
31145,3310
1778,1315
12879,14079
898,59207
6151,18795
1179,3108
3219,4800
6610,38670
3270,11386
3421,3118
911,3630
25143,8873
690,21550
1164,12687
872,16571
17717,3547
5343,746
8917,48245
30771,1242
34034,11030
11841,366
3363,16331
4214,203958
678,7977
19117,53375
2429,1200
2716,923
13171,18000
1891,887
1246,6108
8475,16702
24973,7292
32313,16116
8363,1125
4690,3625
2962,26543
4200,2783
2674,864
5670,12825
18411,33429
3760,405
13561,13053
3121,20376
1397,15420
2459,2341
1215,15203
15719,5965
1565,48203
31564,28423
9055,23883
22583,2657
842,6086
21189,14420
553,34177
482,74331
11339,13671
16201,86669
3079,2378
22677,8048
23361,6765
1576,28097
2937,10441
4286,418
6280,19762
2199,3344
21797,31544
8364,1122
424,9131
10948,3518
5983,4427
665,20337
29927,470
32686,83438
4375,1124
1738,12409
5200,1232
785,13885
10822,1996
1601,27169
5691,4083
5199,4855
1066,27261
566,13855
21085,106381
1543,22770
29513,9611
54,49553
762,78111
2043,7608
1312,4838
8362,1517
10155,97809
2517,3261
28211,25245
7088,203618
4156,9610
432,10208
31405,102560
9159,8690
2176,3466
20649,9866
21853,4249
1588,16922
4926,1060
11761,110042
21603,198876
1135,7843
2200,1570
11021,55531
1546,44009
1619,13563
1944,7935
12221,2530
609,12239
6203,34297
2117,4630
1101,10523
9733,2066
1539,1513
19383,33275
1264,11015
5458,9429
3505,689
367,1659
1079,14930
19877,570
9907,10426
6747,121005
2669,1059
2678,896
15159,873
9367,159273
10115,601
30290,3718
15811,15228
729,1527
4549,6659
1336,4876
4851,2482
16890,59819
23227,21717
24171,3636
3752,925
4662,12975
2490,20054
1564,67386
592,1065
31919,502
32094,30153
20047,108011
478,46647
2452,3586
8986,18528
23587,33042
20035,11241
1555,24691
2331,2297
3446,20172
568,20079
831,14955
2354,7171
1796,3227
393,37379
6959,3284
28539,7179
3447,8937
23619,14585
2998,1158
6909,1163
1864,5827
1261,7112
149,85554
33299,12095
2931,8362
30016,57325
350,19222
6324,119572
5279,32430
12709,3692
7144,2005
3614,11002
754,2228
26165,48549
3354,22182
493,9186
7817,192719
33080,29445
5032,4361
2907,3188
2651,672
5197,558
32801,23370
26057,14351
1829,59243
6867,21190
23083,1332
247,14550
8206,6118
3027,3713
606,7893
2077,1641
2797,2398
6379,5553
7066,5760
604,5991
2044,5112
5030,104663
1110,19311
2279,1804
3059,1941
1199,2255
32603,37570
461,36558
1569,42190
11009,5158
34514,295
2369,39806
20973,67877
938,2339
3138,2641
6098,28652
10351,3626
448,29039
7654,4257
2470,2579
21439,27997
3486,1021
32717,4485
31080,32040
284,7563
286,5913
23237,20337
6217,1617
992,10636
19067,3417
2815,869
2132,13115
5978,22155
3110,1414
17741,63418
1436,3493
252,25995
10690,3433
4997,4236
33003,46024
442,120571
31404,137102
10302,5913
11569,1057
33713,1509
17391,10194
27441,32061
32038,8964
2586,1761
1602,14925
2011,2856
6312,1536
3137,1650
1922,2897
30419,2555
548,23422
31588,35461
7152,3605
1051,29487
1554,16909
751,1876
34077,1363
3432,615
30383,55977
2913,889
3033,14037
1803,2038
16385,34576
1045,13581
5267,790
4476,2557
3327,1300
9723,8025
1592,13681
7728,15097
20673,6970
1025,16111
2130,44825
33511,13657
1434,3057
8097,2685
8666,6941
620,14073
7308,917
2298,9594
1688,16604
1209,4545
2489,3633
10108,14917
24211,47157
325,49508
1118,73253
23285,3675
907,38778
23135,7680
28617,93000
758,10524
151,10378
917,6547
22663,97401
6974,65021
4021,21937
5220,38495
29027,33466
10775,3276
2170,7691
876,14002
760,15718
31370,6342
343,44874
2300,2432
20449,39779
27655,149364
9346,1337
17677,5078
16157,71901
3745,2073
291,23364
29437,1202
1726,166398
2652,645
2950,12051
2819,2104
1046,8004
16982,24044
2799,2587
1020,6006
2891,11116
33242,6604
29785,88500
11299,683
3483,1458
32030,699
912,2424
32013,45778
31378,17815
1492,6903
2000,9358
11441,13795
22877,124448
8057,13089
2758,432
29163,25707
8250,1590
3667,96159
2577,2322
3737,4675
28841,3560
1207,1835
48,110304
7113,3963
230,22433
929,3694
32802,2121
23991,2336
8394,3496
13839,4947
2355,5858
900,52690
5152,25251
30544,168657
383,17601
4983,9255
475,3701
21653,28626
3638,1034
3616,27761
10372,47665
7904,1386
10336,28616
1659,4609
1696,39377
2151,2702
5520,966
2805,472
524,22614
4742,567
6178,29668
1709,38638
2993,299278
3493,3510
4650,4046
22687,95964
19697,14807
10249,20942
1225,8892
58,40581
998,15194
2561,1837
6202,322
2206,2208
16726,1248
1022,5457
4765,15785
2997,1323
8630,171888
23425,4415
2335,5158
2403,63348
8876,57466
31815,9961
1384,11019
1138,30148
22071,19538
3656,36517
3136,1049
9798,1995
7695,24575
10276,3010
10819,2077
12137,5769
1258,8894
30649,1202
30363,93293
33433,74026
2604,17115
12321,13444
6941,4650
961,3875
4773,883
4094,15958
7366,880
2124,23194
15037,126699
5071,310
10418,78878
3561,876
30988,4122
507,22015
24457,1199
18097,9258
358,18254
9041,254543
10794,56577
4082,7362
33490,1178
968,1895
20039,7171
5834,729
30896,1733
6182,1120
1916,7862
1137,8722
2084,1056
6219,3523
32553,17022
2570,1228
15807,10122
9716,3323
10592,3108
31229,73126
6344,9558
3332,1355
3574,17871
9673,3326
5298,5176
4651,686
2810,2188
659,28941
27727,45873
9348,401
18745,18659
9200,452
1826,10591
3312,8735
903,54947
30925,14786
10947,3444
32607,35072
10504,8792
14653,31435
6554,806
2157,3627
31233,1762
1421,2819
20141,2083
157,76253
796,826
3837,956
521,32296
6946,8682
10659,25174
3424,1335
941,17273
2713,3224
11487,4014
23233,172321
32105,128869
1857,1433
7014,4812
20969,1468
27509,5052
5955,32949
3754,1009
3072,1609
1514,4764
15933,15114
5342,68608
596,35513
1953,33004
930,5517
859,41021
3032,12676
2630,729
116,9289
18001,79298
13411,51604
2389,4802
33740,4371
11355,12732
1184,9293
3484,1672
3313,784
8234,2090
1869,11447
525,10591
1122,45203
4026,32654
6749,3826
10824,1775
169,90713
342,9704
174,103449
5895,332
1128,6249
4415,34732
1028,6042
33254,9823
3620,1952
1014,3902
1311,29986
4646,2843
5031,2155
933,19555
32494,49219
7643,1167
892,25740
899,55789
5072,6311
13163,6820
12225,1205
2717,2072
21431,159899
31368,15055
32700,1626
24261,20605
3807,979
3811,736
10934,13397
598,5881
31670,1880
1457,7949
1573,5936
7593,215361
4786,8228
17635,7452
10720,1395
3653,30225
1435,4969
3654,29401
4202,1331
4051,913
621,11143
6884,34903
607,3847
3847,809
1104,4865
5307,17574
10821,2874
8348,13361
21781,6651
689,4385
28257,560
311,3945
3829,3159
14913,987
4535,43338
21729,5900
1049,6524
32240,2188
3116,895
984,21043
1631,8630
31056,9949
30825,2601
5534,296
4876,1932
20045,27030
5039,52145
1438,3006
2017,3552
20871,5123
162,16047
21027,1747
3751,926
8767,2233
30375,21032
33033,2447
1584,1876
1568,31385
3419,7082
2491,1109
1925,2553
1843,1843
9331,89183
2706,2378
579,22292
11285,198991
3407,55444
31105,987
31196,3060
12255,19277
8358,1999
8360,1346
10017,15280
127,14582
2165,1656
3579,2938
10950,3121
5217,737
30533,3569
25087,313
4205,9144
6293,1509
4078,4623
1399,5616
632,4783
2751,6273
31138,25625
6902,1363
1260,8217
5203,589
4810,2822
2415,1920
1208,1850
2097,1588
9874,18305
1892,486
15489,11293
18677,115338
7669,14351
873,50480
9776,58564
8,9848
13145,11031
30903,745
16512,101266
1151,7850
9314,55100
11809,2284
5688,1276
2916,367
456,12234
1180,4973
10191,19904
1637,6105
3281,676
3019,2693
673,9210
9712,40502
32534,499
16910,25564
12119,26883
1152,5062
32468,1760
25099,77774
12281,19427
1710,19212
12223,2438
31374,52928
32409,3495
10014,3563
3174,12223
21409,2408
1897,592
308,11165
2404,93637
10737,12631
8285,524
1798,3841
834,73241
2692,989
1844,7830
8728,18422
2172,1051
2595,25225
502,30279
22695,4251
870,11596
1465,3300
2749,428
811,17276
4935,720
6566,2087
143,42927
3318,21064
5235,528
1400,5270
4807,492
2573,742
196,59164
19845,6311
31231,3572
34325,1454
1119,58359
1553,3279
1489,4684
10572,46940
1256,10277
789,32297
14617,4741
24133,99133
10923,5050
15673,2630
1720,4754
30547,2540
26453,3334
5992,550
2006,26934
303,15937
3266,12647
3359,41920
280,1511
1797,5794
5116,16405
27653,478
17827,46874
8624,22723
28221,36463
5155,8554
19261,5566
18343,5867
2280,607
2999,1069
10079,85178
21511,100999
32376,625
15819,782
580,4436
10122,7198
1431,3279
1504,5199
31884,3865
1951,9568
4232,6864
30514,17116
12591,799
32634,4250
33606,4166
17115,13647
1525,13929
16678,3849
32160,699
31559,79630
5996,5000
1357,6426
28625,31182
7768,28812
4208,821
2625,621
4166,4412
687,67936
711,2154
8422,23727
2746,14754
19023,29679
6165,24889
6489,23532
1249,6753
31763,21916
1762,10953
10431,18934
11703,135255
891,27194
12035,2697
9347,18682
1929,7189
981,19508
20945,908
11281,613
5968,2019
18045,15430
1578,6786
1032,3536
33197,21893
1415,3235
9630,3232
2613,931
2235,15958
1174,12271
31442,168482
229,23125
28431,4068
6201,104098
1954,9637
1942,4794
28105,11669
33491,2480
508,29433
1549,2078
2832,12926
971,9331
4999,110748
23369,6812
1668,22429
1186,4806
8440,33923
3456,20294
2118,2819
1890,8524
10116,795
956,919
24169,2403
3031,11973
993,3631
7559,23498
126,21516
3519,641
4240,886
12481,603
2230,2080
11161,17770
642,13415
1192,22853
2487,756
10213,116683
2501,973
2201,34055
212,7846
11227,41486
29317,41444
419,38580
8677,231
11751,47588
7375,18190
2578,656
1587,10364
2715,1138
1540,1627
1111,5170
31909,4284
1024,4296
1248,5564
29223,6895
5755,740
492,11524
405,67778
2122,2313
3690,382
2055,850
2722,2018
12565,43469
5136,987
6734,799
3854,1236
7109,201
3710,6649
3227,2355
4190,1010
31234,17038
5043,1039
8277,99201
641,13562
20423,18722
5914,23757
15783,1773
193,61004
2016,3708
1040,1519
9693,15952
3615,24149
5023,650
561,11293
1166,2410
4332,282
2029,2007
20021,121722
12727,1953
2493,1032
1129,2495
1481,1815
30355,22773
11837,65633
9547,1480
3631,931
750,6960
6246,1595
25437,10286
2684,5193
2121,2334
32483,29219
514,40318
22699,4153
124,11740
9154,631
2215,4633
5091,523
3462,600
1917,8274
33546,854
1792,6551
13377,17283
19365,74324
30806,51632
884,13231
19841,18072
3248,1892
21851,2084
5830,322
3501,3038
6479,15078
2274,12267
1841,5579
292,12662
896,57840
118,5771
2973,2115
603,17671
12163,443
2569,3035
636,6733
2772,16502
1768,1710
5967,2435
3547,504
5891,698
20889,12270
6794,6302
13247,1462
32153,5452
2707,390
1509,11747
1935,6483
936,97308
800,16711
4054,315
9884,1322
31756,14248
2363,15461
6973,28284
8800,3667
1703,5060
2492,1076
3317,370
1648,3993
1923,2745
2087,1150
3196,1019
2554,2427
28391,72174
812,17520
2090,1556
10259,7639
1837,3462
2646,569
1930,3094
22189,27417
30039,1365
10604,32988
31068,464
3349,13368
28423,47036
10893,31096
6209,3894
89,12673
5395,405
18095,76069
10549,1642
12863,3347
9127,1664
300,15683
15411,12690
8092,647
25045,18119
11241,82205
1817,18412
25907,17105
261,9989
24347,2280
2757,936
1501,5044
9675,35753
2243,1220
1804,4176
1423,2507
1398,7280
2223,898
4086,1165
6890,1653
6031,628
23849,2360
6112,20742
1727,22282
8017,1454
21195,10303
3071,1470
21065,615
882,13904
9875,8449
2682,1259
14751,69702
8361,1148
12549,169615
1795,1915
2520,14575
266,9902
262,6371
1956,47117
4196,37436
17497,1250
5045,7074
20745,21188
34447,3736
2248,47988
9988,10579
10346,566
7845,187
19285,49593
1603,5232
391,16455
20473,13227
2725,6082
8023,26302
2728,1708
743,25671
33589,12345
595,8405
4548,68023
313,1564
244,3933
1214,11966
2259,1904
32741,1667
1859,4557
29101,26747
7580,28260
22057,12930
1230,19708
21671,3260
11079,54288
1707,6134
670,28716
630,5328
83,8078
2144,91526
7367,22131
9568,1566
33569,14310
5940,81738
23201,14568
538,22621
1517,7664
3086,18975
423,2448
1532,30723
4532,762
10622,17209
9005,2826
19157,8147
285,12809
5311,492
109,48551
29589,67336
115,7131
25011,13480
10348,5640
13281,1508
3367,1464
25719,6615
4353,5105
2793,1717
1448,5984
1654,10910
7333,1315
3991,3208
23945,38952
1018,9126
7857,4110
5249,383
9917,17120
25805,7636
9806,1070
14627,7769
2965,6412
544,5204
2316,957
2289,1396
6032,4357
13029,1597
9618,24545
4151,36058
1068,1369
8368,953
62,49909
17357,1828
2645,457
894,57623
9330,94922
6055,816
4124,2375
4856,549
1760,6344
6726,2686
4334,23405
509,25043
5296,1070
3129,460
4485,529
1420,2863
1502,3501
6199,2512
4406,945
10370,5894
2614,753
2231,1423
7474,7254
14685,2503
9883,1723
1121,43444
3765,533
2510,849
3098,636
2420,1613
8908,4037
5734,43288
9063,23004
4066,13363
10513,1660
6709,6985
5104,423
2212,4678
404,20619
27737,1811
2131,70734
1629,8665
4854,819
3646,1151
24909,6352
21333,436
146,41756
554,15653
4074,650
3425,309
2933,776
1290,5480
4936,2116
10740,15377
1882,2277
6056,409
30464,10046
4075,1707
3159,871
33037,11183
278,5420
4083,457
20545,20680
2928,15412
13053,1646
26449,11965
3193,1633
2205,11734
33041,10837
694,19491
1219,14380
15633,17814
17113,623
14893,32195
25383,493
8536,71285
4855,690
13287,1105
2494,63370
649,14069
21407,4884
1645,3244
1721,14299
15377,52542
8228,913
727,992
15609,21636
8078,9853
3948,6355
6741,3415
10945,4669
1469,22170
942,11042
29129,5577
2611,4922
1638,2146
33420,364
7245,227
623,2915
10297,3709
10502,4028
18121,15887
605,3847
5037,1990
31430,34176
4804,3772
23405,5949
5763,612
1112,5185
2884,5566
2688,1826
27815,4960
12505,18468
111,7411
2632,570
2166,20504
3053,4977
128,7363
6735,730
487,57110
3146,1546
1169,2908
6069,1385
2178,9997
2938,1776
704,9693
5859,3539
219,9738
4073,411
7135,9262
8062,4093
860,30146
3162,1048
8410,7003
88,13456
13201,6611
21325,12781
30365,19251
7396,10764
2584,1753
1377,2169
1127,11794
29087,1184
965,3204
886,33573
2120,2411
16419,7571
895,53765
1599,2757
6418,4111
1800,5009
2784,5505
29868,1103
3288,6128
1902,5037
3689,375
1898,2187
30376,2859
17725,18291
1805,3074
7590,75517
25375,2478
33372,15008
1597,3207
20743,3395
7793,738
33031,14465
2263,7297
12783,48730
1541,4160
14629,2493
8754,2975
3672,439
22117,13727
27887,2939
4943,891
14117,6993
2964,19968
2119,2354
10578,100425
8366,973
1755,1553
17419,4854
296,14232
7435,816
12471,56453
377,5217
19109,16886
7254,1756
12461,55031
8465,26025
3326,10030
12963,1452
6297,472
10098,6001
4262,32176
2695,4759
1243,20856
28819,91241
31980,13602
9922,52687
1035,1996
6275,5719
10933,12334
13727,5793
32151,1363
21879,27380
26395,10094
28835,2007
688,16688
6166,95005
8648,4712
31147,46938
16355,60465
5802,1575
22513,1199
32415,2139
4486,1088
3602,1896
646,2504
1082,8876
9957,482
2598,2211
7148,94820
21235,10245
25897,5282
273,15152
24371,2078
3618,4783
1074,45188
466,17240
19099,4146
6560,1565
30749,94430
7016,8006
30412,566
30381,3752
3954,6508
30567,8381
2633,450
5143,360
1218,31856
5505,7393
2128,989
1487,16411
33419,4580
2579,2258
12027,385
4657,10698
495,10667
2705,4186
11457,8186
3028,927
12499,735
2814,531
2629,549
4362,6601
3012,2998
19889,3981
15895,13168
10359,2019
757,3551
865,1961
31930,3327
4411,509
7322,11609
12659,1116
25259,2497
1748,1480
5526,19960
11911,1220
23871,1246
19825,730
20843,4645
30919,4215
7536,915
6245,861
422,2133
6162,8474
22759,13119
1265,1638
28723,630
13047,407
1550,3676
10036,610
10897,69233
357,117080
2255,1806
2703,1888
8365,1001
15547,711
293,12227
12343,1539
563,23140
378,2791
23115,4587
318,17895
2217,5984
30651,4272
18053,3526
13367,92252
6229,827
557,4734
3659,272
3182,904
17585,4128
10114,297
22661,3417
2783,671
4136,12195
1771,1037
11635,3940
27709,1682
4031,1060
6330,10284
2934,1138
2811,2634
2620,1889
11787,1628
924,1574
3964,2396
6964,4697
9624,31253
17082,43737
4339,616
10582,20824
2786,1466
5082,1336
723,2110
8956,236
897,51924
13755,437
6971,556
771,4985
4211,676
5036,972
248,67310
5129,392
24629,46093
15005,15032
21415,16677
21835,6836
8599,11528
4306,1257
4468,378
1247,1892
30292,1041
4723,605
7774,5382
2180,1219
7329,1472
14853,3772
447,13039
10532,8973
2334,705
1893,1399
32664,23724
8123,536
9353,4019
24823,2907
1756,1609
10260,9730
6527,2058
33658,1114
5250,946
297,37919
9095,285
11255,8993
12585,1697
9750,73555
3720,640
9773,587
2457,1622
30379,9773
17855,5858
594,52264
19855,43551
616,1390
10197,19161
1300,2230
2826,1039
8705,4368
4069,4211
10823,1730
25859,37544
33142,17693
2511,1027
1103,8688
2612,955
32555,15397
1001,1345
10074,4204
926,1418
21845,47565
1952,9826
23487,4311
14355,27487
2387,2060
19429,127641
2576,935
9858,360
1123,5198
7229,1297
3853,1213
6855,342
234,2351
1802,4505
2635,430
5973,20279
271,8315
32946,1108
797,6586
6882,11716
16928,4637
6958,8206
18247,146979
8208,1120
26063,922
2704,2128
3935,719
14059,625
20909,15703
1433,3251
28817,47642
33741,2303
921,3986
13173,3621
1881,4056
13619,3648
6500,145592
27419,3466
32228,5990
23067,1249
1043,11730
179,3979
3069,1148
3021,918
314,890
1749,10549
1497,1724
9736,73064
1593,21904
288,49467
32379,90817
22745,10451
2802,1046
4201,475
11177,1921
31050,3081
1757,2041
2795,45265
9837,458
8187,13829
6733,783
260,17109
21541,15586
17919,20062
4808,738
26183,4711
16964,898
24821,10995
667,32198
30915,14934
18495,29790
25939,11952
20999,387
86,17517
9040,2995
1109,6004
8235,898
15431,5295
2970,27070
21177,59815
21707,777
25857,803
919,7756
11491,29599
3024,1654
5201,443
23459,10141
533,5137
19391,26363
420,13256
12857,7865
10702,12816
2114,916
7330,1201
1675,5095
5484,2259
4101,432
1266,1412
12455,3670
28789,2160
373,6122
2089,2271
8632,988
63,91037
1758,963
2653,524
1317,5611
18851,22543
3355,400
1996,7087
850,34787
1581,21979
385,25332
10470,19414
12483,505
1904,2051
25689,9014
2831,469
2905,15774
24451,10264
1204,4670
671,5763
27857,8472
5274,424
5953,783
11209,24386
1161,3690
3836,973
11615,8788
2603,11867
12663,373
29697,813
18099,12240
11483,3618
33524,23745
3005,3164
2628,432
2580,8030
2299,1120
23931,950
1277,2982
6670,789
27939,2923
1957,3360
937,16552
3271,1174
12745,610
7619,839
5936,485
9001,3830
3130,293
17731,6331
3394,1942
12279,461
2106,6658
10732,1626
6230,538
3057,11846
32321,993
518,2229
626,4995
29855,5745
12503,32565
3438,2072
13833,12437
10807,10288
32625,2572
23299,2935
4793,22352
2161,16361
1618,2430
1544,2653
31440,6897
3686,3502
1737,600
25397,168811
3835,1082
25241,26852
1750,9474
20543,19994
9119,411
15879,34964
4508,4628
1752,1973
29413,2169
3023,612
2042,5343
3381,1927
17679,4232
6653,1134
3037,1228
1325,3654
7579,2329
1316,2724
637,11933
2556,1875
618,22860
913,3322
3923,699
32287,3581
21701,528
3085,14560
4050,1108
9519,434
9335,10119
222,11750
32962,82532
14199,113166
23363,3609
6666,2100
17573,2800
9107,33730
14093,19603
5256,6671
6877,6907
30625,687
17933,312
26019,3280
25285,14392
2033,3343
23439,2862
8230,8053
3761,1277
2032,5605
1533,12536
23627,2913
33046,17506
1669,27959
1136,8037
2495,3005
4503,3855
8367,878
2650,591
7436,733
2953,8814
13731,5900
7307,573
3481,1179
9515,140501
2050,2688
1409,2392
5333,12064
2565,986
12991,1736
148,5736
16756,487
2980,534
4320,3769
2039,990
17743,10133
8245,1779
9581,21462
26351,62601
5865,1229
615,9895
3827,532
1182,6588
23209,47900
28063,19677
15125,30291
10005,404
1822,4085
473,4670
4467,1275
20267,4334
29017,2810
11755,8307
27911,21416
7805,28032
5002,385
1962,726
14827,16219
4712,4327
6714,10044
13263,19326
2319,1990
259,8067
2224,2028
6008,4197
1660,2928
2911,3946
2038,1783
4052,9590
17655,2405
6736,4733
33075,14168
10936,2515
8783,255
24991,58997
24705,66868
2615,9347
3366,48744
16718,2017
1742,1408
2619,3605
12699,2853
33811,3961
17233,242
3008,2930
7591,2888
6129,14696
31521,3437
3077,711
1718,5398
315,1823
298,47679
2221,3746
8950,1218
9706,5516
1149,5808
31851,1585
2627,476
987,32853
236,11704
504,7101
23499,1477
11268,288
7285,745
29853,1457
1706,4732
15729,19407
1466,1387
1848,1591
1181,4032
8507,8568
6087,382
3464,26991
5305,7747
16906,1190
1445,6253
2272,658
3388,1139
4782,348
776,5702
24075,39165
21569,9290
11073,4578
3265,3999
28619,66777
21033,83068
679,3210
4173,2804
5742,873
421,6909
11685,536
928,2790
12935,1375
347,4750
17341,7878
299,24304
2467,967
1998,6650
2709,1572
4197,6667
1194,13036
5618,378
2641,485
2644,405
5016,2240
10172,28125
782,10770
1019,12835
3503,122288
6791,25804
28207,2265
6975,1055
3866,344
1070,5725
32730,1729
7090,214
6779,314
8456,11540
25117,3689
10156,47136
14515,55635
6068,1441
3809,1486
1480,5673
2419,1947
2290,4889
175,17920
4720,54376
1958,5321
10390,5249
2546,1715
10689,2478
17493,365
2732,406
10490,118553
406,8439
31636,145468
1187,8003
8546,596
5945,9115
7477,453
10949,3159
31617,2575
6117,4162
6728,285
2390,10416
9362,15446
9495,335
635,11531
590,17136
6205,146631
602,1194
15347,507
3550,488
9934,12486
2912,981
32383,3051
3900,446
1296,2876
6633,31256
1232,4928
3806,483
8542,562
2497,3455
8635,3574
2463,423
12715,1127
3915,835
5833,243
10324,1993
5022,310
1198,13680
6878,1352
497,19237
2288,3935
9549,717
808,3686
3232,950
11017,836
3952,1326
1672,1419
5266,667
4450,8496
1853,3495
2606,7937
12347,1450
7666,916
6028,686
225,226625
7364,736
10527,1062
4199,608
3488,2773
18989,6649
1761,4513
403,19053
1907,1352
31096,12196
20391,1496
22123,35872
4119,575
31344,3235
496,2776
23133,38301
10361,2177
5962,13898
2733,1831
3641,5135
7664,408
34283,937
1328,1724
5529,5846
1165,2890
4514,819
3668,5611
8314,503
2282,444
2399,1239
2284,2524
3963,2444
4183,353
6672,344
446,7043
29089,4388
8861,173216
1143,16637
8713,1648
1177,15425
3874,1012
1670,5334
370,6402
16119,1029
29976,38618
2769,487
2067,2562
4244,399
32011,2791
28351,2304
1839,1012
2074,567
1067,25443
7540,3681
6587,4186
20723,7322
1617,1451
1806,2320
622,6327
33181,4088
4795,10143
18781,2284
32360,56854
10308,27080
4515,669
14957,4982
7082,41469
2010,2584
21201,5666
916,30836
2105,13921
6883,2484
1130,4905
6748,4991
3325,648
1673,932
1754,1685
1704,4041
8503,802
2060,2780
4361,4220
2804,1033
840,11544
2086,421
31848,31005
1978,5295
402,1030
13799,3937
4874,8135
30103,501
15781,3038
10611,53617
23,2224
23581,297
33173,2177
472,16757
1980,8535
7839,252
20613,2376
32601,12768
4744,91453
10516,2466
6533,1477
375,4038
6511,1366
2801,967
119,24902
241,84395
32511,1134
973,8052
3190,678
863,22982
2211,2341
1572,3067
1658,2884
10076,37047
412,57646
1810,28280
9936,104182
7103,13898
2456,1032
9774,6636
4112,211
4961,831
1350,6156
6428,352
14921,67100
5636,284
31716,71545
10073,64168
8248,1710
1005,9024
979,10118
22335,4932
925,1768
744,2747
6137,1499
7160,346
3812,400
3003,1957
2356,7706
10693,2423
16518,38819
32866,19544
11103,9743
6383,427
289,12988
706,6690
1676,2613
1661,6596
1178,2809
11385,11963
365,10926
29255,2209
7112,1062
31675,3297
19255,6337
1694,15338
17831,69526
23711,379
7875,10513
10016,4128
2568,291
9754,9748
4439,603
6796,492
3823,363
21451,1325
11083,7095
5957,21340
12671,14498
8438,4770
4794,7539
564,21987
21497,3804
12267,533
2686,1194
33341,9248
8108,1028
7568,10913
1986,488
155,23038
2729,2976
3295,2169
1894,37398
20533,24788
2028,224
4469,7952
2041,6183
9548,724
591,48939
1348,4826
31048,522
33360,1732
5147,2237
1153,4747
2638,476
7775,552
10118,378
5276,623
33421,36343
11101,229
1085,7573
3436,317
1062,6303
2710,258
10886,4076
32359,1043
6609,4425
5288,2566
197,16672
31593,3912
3735,547
9916,319
28283,13272
1012,1029
3410,3008
9494,1723
13679,1616
30437,18933
8598,408
24751,19147
3800,820
31387,1302
3081,2733
1185,3115
3389,20550
5189,337
3035,947
2696,1279
21599,1285
7744,4700
3185,845
11307,316
10187,27878
10338,5082
32214,25545
2895,1572
3054,964
12661,891
3391,891
4640,353
32446,468
30757,7089
31144,2234
31621,24131
31797,6878
682,9099
438,9285
16680,12517
8709,3447
10916,4379
25867,48310
27741,3800
10384,5125
2766,1826
18799,1387
4427,431
6468,313
5535,280
4387,923
715,2703
12437,6578
15951,8232
1370,4541
1682,12443
31573,2299
16614,4158
9558,215
3522,1250
1794,2045
9493,11006
1189,4106
5883,2701
29231,220
2061,1372
19271,273
3433,295
9900,318
8101,19029
33309,942
3435,451
11583,5772
5828,892
33118,4237
3878,635
31448,3111
32324,458
31560,7905
23943,889
4421,4036
32829,7207
6625,367
31452,38139
32190,2301
4910,6379
4792,13702
1298,2467
17913,1710
1693,5736
13517,7177
10687,10776
19919,5670
471,13877
2699,1009
4371,451
1233,3596
17092,209
30127,37913
17705,1805
660,2372
4554,472
12885,507
31070,3753
1733,2297
1799,5353
21373,12299
125,23968
8765,551
30531,2038
8538,1223
24695,20758
14145,8305
20381,271
3100,575
5153,1164
4504,225
21241,19389
31866,1948
6368,6194
783,2765
2306,1982
4536,350
8487,7736
4013,413
10917,4079
1297,2601
2031,23477
6885,4444
684,3674
9531,244
21353,95168
33377,52260
4132,476
718,3821
30056,14515
10196,17570
32311,1215
13253,2825
2640,487
33222,26360
26053,609
6472,637
2062,1281
2617,3230
23137,2296
8839,1849
2207,1551
25861,7062
33129,8011
6657,2920
6375,810
3273,474
6509,1083
7430,1991
10671,15046
24175,13526
17157,21200
612,3956
2842,8541
4962,2625
30088,538
8900,263
4067,1110
1836,34109
5583,3424
1044,3717
2560,4807
2552,1292
30250,8509
12317,43759
1276,4317
55,10392
30953,5241
4975,174337
5449,625
33145,976
33069,4593
2485,1184
3842,818
5476,440
32561,18358
1235,4688
257,88969
30030,1007
9203,23216
11507,6634
1793,8230
15279,1381
799,3748
8560,20953
32031,473
5225,3500
12921,2769
9789,483
18857,70559
1141,3462
9077,465
